"","V1","V2","V3","V4","V5"
"22527",0.962962962962963,0.037037037037037,0,0,0
"22528",0.987951807228916,0.0120481927710843,0,0,0
"22536",0.986666666666667,0.0133333333333333,0,0,0
"22562",0.985714285714286,0.0142857142857143,0,0,0
"22563",0.957746478873239,0.0422535211267606,0,0,0
"22564",0.710144927536232,0.289855072463768,0,0,0
"22569",0.708333333333333,0.277777777777778,0.0138888888888889,0,0
"22601",0.588235294117647,0.411764705882353,0,0,0
"22602",0.63768115942029,0.36231884057971,0,0,0
"22609",0.904761904761905,0.0476190476190476,0.0476190476190476,0,0
"22635",0.872727272727273,0.127272727272727,0,0,0
"22670",0.508474576271186,0.203389830508475,0.169491525423729,0.11864406779661,0
"22677",0.717948717948718,0.166666666666667,0.0512820512820513,0.0384615384615385,0.0256410256410256
"22688",1,0,0,0,0
"22699",0.947368421052632,0.0394736842105263,0.0131578947368421,0,0
"22709",0.960526315789474,0.0263157894736842,0.0131578947368421,0,0
"22710",0.974358974358974,0.0256410256410256,0,0,0
"22714",0.764705882352941,0.117647058823529,0.102941176470588,0.0147058823529412,0
"22716",0.8,0.169230769230769,0.0307692307692308,0,0
"22743",0.546666666666667,0.266666666666667,0.12,0.0533333333333333,0.0133333333333333
"22752",0.909090909090909,0.051948051948052,0.025974025974026,0.012987012987013,0
"22778",0.94047619047619,0.0238095238095238,0.0238095238095238,0.0119047619047619,0
"22785",0.952941176470588,0.0470588235294118,0,0,0
"22796",0.950617283950617,0.0246913580246914,0.0246913580246914,0,0
"22807",0.925,0.05,0.025,0,0
"22822",0.939759036144578,0.0481927710843374,0.0120481927710843,0,0
"22863",0.974358974358974,0.0256410256410256,0,0,0
"22879",0.975308641975309,0.0246913580246914,0,0,0
"22886",0.975308641975309,0.0123456790123457,0.0123456790123457,0,0
"22904",0.988095238095238,0.0119047619047619,0,0,0
"22905",0.98876404494382,0.0112359550561798,0,0,0
"22996",0.989473684210526,0.0105263157894737,0,0,0
"23037",0.905882352941176,0.0823529411764706,0.0117647058823529,0,0
"23047",0.944444444444444,0.0555555555555556,0,0,0
"23132",0.966292134831461,0.0224719101123595,0.0112359550561798,0,0
"23134",0.943820224719101,0.0337078651685393,0.0224719101123595,0,0
"23150",0.967032967032967,0.010989010989011,0.010989010989011,0.010989010989011,0
"23159",0.978260869565217,0.0217391304347826,0,0,0
"23165",0.957894736842105,0.0315789473684211,0.0105263157894737,0,0
"23168",0.978723404255319,0.0106382978723404,0.0106382978723404,0,0
"23169",1,0,0,0,0
"23182",1,0,0,0,0
"23196",0.919540229885057,0.0344827586206897,0.0344827586206897,0.0114942528735632,0
"23259",0.94949494949495,0.0202020202020202,0.0202020202020202,0.0101010101010101,0
"23307",0.980582524271845,0.00970873786407767,0.00970873786407767,0,0
"23313",0.961538461538462,0.0192307692307692,0.00961538461538462,0.00961538461538462,0
"23531",0.990909090909091,0.00909090909090909,0,0,0
"23546",0.944444444444444,0.0277777777777778,0.0185185185185185,0.00925925925925926,0
"23585",0.990654205607477,0.00934579439252336,0,0,0
"23642",0.980769230769231,0.00961538461538462,0.00961538461538462,0,0
"23645",0.885416666666667,0.104166666666667,0.0104166666666667,0,0
"23777",0.980392156862745,0.0196078431372549,0,0,0
"23784",0.927835051546392,0.0412371134020619,0.0206185567010309,0.0103092783505155,0
"23819",0.968085106382979,0.0212765957446809,0.0106382978723404,0,0
"23987",0.981651376146789,0.0091743119266055,0.0091743119266055,0,0
"24042",0.97196261682243,0.0186915887850467,0.00934579439252336,0,0
"24110",1,0,0,0,0
"24335",0.961904761904762,0.019047619047619,0.00952380952380952,0.00952380952380952,0
"24434",0.966386554621849,0.0168067226890756,0.0168067226890756,0,0
"24476",0.972972972972973,0.00900900900900901,0.00900900900900901,0.00900900900900901,0
"24478",0.971698113207547,0.0188679245283019,0.00943396226415094,0,0
"24672",0.983739837398374,0.016260162601626,0,0,0
"24815",0.956989247311828,0.021505376344086,0.021505376344086,0,0
"24820",0.959183673469388,0.0306122448979592,0.0102040816326531,0,0
"24901",0.980952380952381,0.00952380952380952,0.00952380952380952,0,0
"24969",0.909090909090909,0.0606060606060606,0.0303030303030303,0,0
"25060",0.980769230769231,0.00961538461538462,0.00961538461538462,0,0
"25255",0.964601769911504,0.0176991150442478,0.00884955752212389,0.00884955752212389,0
"25265",0.965217391304348,0.0260869565217391,0.00869565217391304,0,0
"25295",0.991452991452991,0.00854700854700855,0,0,0
"25305",0.888888888888889,0.0634920634920635,0.0317460317460317,0.0158730158730159,0
"25306",0.968253968253968,0.0158730158730159,0.0158730158730159,0,0
"25569",0.981981981981982,0.018018018018018,0,0,0
"25707",0.950819672131147,0.0245901639344262,0.0163934426229508,0.00819672131147541,0
"25874",0.984496124031008,0.0155038759689922,0,0,0
"26000",0.977099236641221,0.0152671755725191,0.00763358778625954,0,0
"26038",0.948905109489051,0.0291970802919708,0.0218978102189781,0,0
"26236",0.977272727272727,0.0151515151515152,0.00757575757575758,0,0
"26361",0.954545454545455,0.0303030303030303,0.00757575757575758,0.00757575757575758,0
"26414",0.962962962962963,0.0296296296296296,0.00740740740740741,0,0
"26585",0.977611940298508,0.0149253731343284,0.00746268656716418,0,0
"26795",0.985507246376812,0.0072463768115942,0.0072463768115942,0,0
"26813",0.978102189781022,0.0145985401459854,0.0072992700729927,0,0
"26837",0.956521739130435,0.0217391304347826,0.0144927536231884,0.0072463768115942,0
"26923",0.903703703703704,0.0444444444444444,0.0222222222222222,0.0148148148148148,0.0148148148148148
"26927",0.970802919708029,0.0145985401459854,0.0072992700729927,0.0072992700729927,0
"27023",0.971428571428571,0.0142857142857143,0.00714285714285714,0.00714285714285714,0
"27025",0.971223021582734,0.0215827338129496,0.00719424460431655,0,0
"27118",0.979020979020979,0.013986013986014,0.00699300699300699,0,0
"27119",0.979310344827586,0.0137931034482759,0.00689655172413793,0,0
"27195",0.984848484848485,0.0151515151515152,0,0,0
"27203",0.961538461538462,0.0307692307692308,0.00769230769230769,0,0
"27204",0.976923076923077,0.00769230769230769,0.00769230769230769,0.00769230769230769,0
"27205",0.992307692307692,0.00769230769230769,0,0,0
"27409",0.99264705882353,0.00735294117647059,0,0,0
"27437",0.977611940298508,0.00746268656716418,0.00746268656716418,0.00746268656716418,0
"27668",0.985611510791367,0.00719424460431655,0.00719424460431655,0,0
"27683",0.979310344827586,0.0137931034482759,0.00689655172413793,0,0
"27752",0.921428571428571,0.0428571428571429,0.0214285714285714,0.0142857142857143,0
"27804",0.98,0.0133333333333333,0.00666666666666667,0,0
"27872",0.945205479452055,0.0342465753424658,0.0136986301369863,0.00684931506849315,0
"27882",0.941176470588235,0.0392156862745098,0.0196078431372549,0,0
"27923",1,0,0,0,0
"28155",0.99264705882353,0.00735294117647059,0,0,0
"28240",0.985294117647059,0.0147058823529412,0,0,0
"28677",0.972222222222222,0.0208333333333333,0.00694444444444444,0,0
"28753",0.978723404255319,0.00709219858156028,0.00709219858156028,0.00709219858156028,0
"29083",0.936619718309859,0.0492957746478873,0.0140845070422535,0,0
"29178",0.965034965034965,0.027972027972028,0.00699300699300699,0,0
"29227",0.970149253731343,0.0223880597014925,0.00746268656716418,0,0
"29308",0.95,0.0214285714285714,0.0142857142857143,0.0142857142857143,0
"29416",0.993055555555556,0.00694444444444444,0,0,0
"29420",0.944444444444444,0.0462962962962963,0.00925925925925926,0,0
"29434",0.959183673469388,0.0204081632653061,0.0136054421768707,0.00680272108843537,0
"29476",0.945945945945946,0.027027027027027,0.0202702702702703,0.00675675675675676,0
"29516",0.987096774193548,0.0129032258064516,0,0,0
"29520",0.986111111111111,0.00694444444444444,0.00694444444444444,0,0
"29550",0.980392156862745,0.0130718954248366,0.0065359477124183,0,0
"29579",0.94078947368421,0.0460526315789474,0.0131578947368421,0,0
